Nom du Produit en Français;LCI Name;Type de production;Catégorie;Score unique EF3.1 (mPt/kg);Changement climatique (kg CO2 eq/kg);Appauvrissement de la couche d'ozone (kg CFC11 eq/kg);Rayonnements ionisants (kBq U-235 eq/kg);Formation photochimique d’ozone (kg NMVOC eq/kg);Particules (disease inc./kg);Effets toxicologiques sur la santé humaine : substances non-cancérogènes* (CTUh/kg);Effets toxicologiques sur la santé humaine : substances cancérogènes* (CTUh/kg);Acidification terrestre et eaux douces (mol H+ eq/kg);Eutrophisation eaux douces (kg P eq/kg);Eutrophisation marine (kg N eq/kg);Eutrophisation terrestre (mol N eq/kg);Écotoxicité pour écosystèmes aquatiques d’eau douce (CTUe/kg);Utilisation du sol (Pt/kg);Épuisement des ressources en eau (m³ depriv./kg);Épuisement des ressources énergétiques (MJ/kg);Épuisement des ressources en minéraux (kg Sb eq/kg);Changement climatique - émissions biogéniques (kg CO2 eq/kg);Changement climatique - émissions fossiles (kg CO2 eq/kg);Changement climatique - émissions liées au changement d’affectation des sols (kg CO2 eq/kg)
Ballot de foin, prairie temporaire, biologique, système numéro 5, à la ferme, France;Baled hay, temporary meadow, organic, system number 5, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.07467151200000001;0.8169157;2.5111006e-09;0.013953089;0.00070421941;6.9885719e-08;2.1070607e-09;7.8238048e-11;0.0039594838;3.5388534e-05;0.0055273941;0.037464747;1.1483431;150.37023;0.0079706322;1.5335047;1.4639806e-06;0.19622326;0.4449016;0.17579083
Triticale, biologique, système numéro 3, à la ferme, France;Triticale grain, organic, system number 3, at farm gate {FR} U;Culture;Agricultural\Plant production\Cereals\Transformation;0.07307957;0.64631919;2.1666036e-09;0.0091624748;0.00094273482;5.7756022e-08;2.2135607e-08;1.6296894e-09;0.0047136726;0.00026258418;0.0044732906;0.033958617;1.3630716;133.0489;0.0056001847;1.3510642;9.4062129e-07;0.12542396;0.36464223;0.15625299
Orge de printemps, biologique, système numéro 3, à la ferme, France;Spring barley, organic, system number 3, at farm gate {FR} U;Culture;Agricultural\Plant production\Cereals\Transformation;0.072859459;0.57089618;3.4424692e-09;0.010553163;0.00094095052;2.567044e-08;2.4992479e-08;1.1220492e-09;0.0023235158;0.00015293561;0.012027096;0.015537302;1.3574802400000001;156.50958;0.0090645358;2.0439862;1.5595314e-06;0.053253286;0.33401992;0.18362297
Pois d'hiver, association de culture, biologique, système numéro 3, à la ferme, France;Winter pea, from intercrop, organic, system number 3, at farm gate {FR} U;Culture;Agricultural\Plant production\Intercrops\Transformation;0.072452242;0.52224745;3.23011e-09;0.0078787777;0.00088361031;2.2257363e-08;1.9962913e-09;1.3535449e-10;0.0035325866;0.00022665403;0.01071051;0.015516863;0.95863936;218.16846;0.0078363278;1.913842;1.3642203e-06;3.099758e-05;0.2655166;0.25669986
Orge de printemps, biologique, système numéro 4, à la ferme, France;Spring barley, organic, system number 4, at farm gate {FR} U;Culture;Agricultural\Plant production\Cereals\Transformation;0.07207862799999999;0.57237563;3.1566573e-09;0.0095395241;0.00090458504;2.5326724e-08;2.4800422e-08;1.1073836e-09;0.0022790578;0.00015018508;0.011994001;0.015406613;1.21656411;156.203;0.0078115997;1.889474;1.3822942e-06;0.053247921;0.33551183;0.18361589
Système de culture numéro 8, biologique, à la ferme, France;Cropping system number 8, organic, at farm gate {FR} U;Culture;Agricultural\Plant production\Cropping systems\Transformation;0.070299362;0.48088092;2.6756992e-09;0.059348554;0.00078572241;5.0912542e-08;1.0896145e-08;6.0027163e-10;0.0036494324;0.00018107743;0.0064294051;0.028540391;1.1420628000000002;119.70603;0.71815432;2.5216252;1.5235717e-06;0.12268572;0.35232596;0.0058692441
Orge d'hiver, biologique, système numéro 2, à la ferme, France;Winter barley, organic, system number 2, at farm gate {FR} U;Culture;Agricultural\Plant production\Cereals\Transformation;0.068286134;0.57150812;2.5250133e-09;0.0094362211;0.00077620364;3.345954e-08;2.3806483e-09;1.2660451e-10;0.0027809332;0.00030499042;0.0095767696;0.01966717;0.84028511;154.45256;0.02754629;1.5490213;1.1046043e-06;0.072477979;0.31747747;0.18155266
Blé d'hiver, biologique, système numéro 6, à la ferme, France;Winter wheat, organic, system number 6, at farm gate {FR} U;Culture;Agricultural\Plant production\Cereals\Transformation;0.067674038;0.53337616;3.0276384e-09;0.0091585942;0.00079336193;2.8099956e-08;2.6758896e-08;9.8999406e-10;0.0024976684;0.00014428003;0.010854458;0.016687507;1.26637003;132.97944;0.0074567241;1.8107844;1.3129825e-06;0.056814984;0.32027521;0.15628596
Blé d'hiver, biologique, système numéro 12, à la ferme, France;Winter wheat, organic, system number 12, at farm gate {FR} U;Culture;Agricultural\Plant production\Cereals\Transformation;0.067667358;0.60392392;2.5621463e-09;0.038242911;0.00088089912;5.1835832e-08;4.0634568e-09;1.7113379e-10;0.0040559206;0.00020130914;0.0042652756;0.029936762;0.9538525;111.21363;0.63319107;2.0986786;1.2544261e-06;0.11694497;0.35645915;0.1305198
Herbe pâturée, pâturage d'été et pasture à la ferme, biologique, système numéro 1, à la ferme, France;Grazed grass, summer pasture and pasture at farm, organic, system number 1, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.065291222;-0.36002059;0.0;0.0;0.00058197972;2.0156877e-08;2.0264466e-08;9.3620967e-10;0.0033118401;7.3420979e-05;0.011946812;0.015330038;0.42344443000000004;424.55741;0.0;0.0;0.0;0.0;0.079355427;-0.43937601
Pêche, biologique, moyenne nationale, au verger, France;Peach, organic, national average, at orchard {FR} U;Culture;Agricultural\Plant production\Fruits\Transformation;0.063977154;0.187315;3.5492192e-09;0.10900389;0.00088382744;1.4171598e-08;2.1353399e-08;2.9620467e-10;0.0020133619;4.2127869e-05;0.0041821175;0.0079106769;1.28653907;41.907431;3.479097;3.8226101;3.9547915e-06;0.010033419;0.1763394;0.00094218629
Système de culture numéro 1, biologique, à la ferme, France;Cropping system number 1, organic, at farm gate {FR} U;Culture;Agricultural\Plant production\Cropping systems\Transformation;0.063427734;0.30527255;3.1134354e-09;0.010052637;0.00081633616;3.4316461e-08;9.2359764e-09;4.7840624e-10;0.0043127956;0.00011310243;0.0094530716;0.021868425;1.11111428;169.47231;0.0095806527;1.8019938;1.6012487e-06;0.028313508;0.26711153;0.0098475122
Maïs grain, biologique, système numéro 2, à la ferme, France;Grain maize, organic, system number 2, at farm gate {FR} U;Culture;Agricultural\Plant production\Cereals\Transformation;0.061791699000000005;0.4252704;2.3981946e-09;0.10001893;0.00064024763;3.5464061e-08;2.2511151e-08;1.093317e-09;0.0028520606;0.00017583841;0.0032834287;0.020046229;1.32734095;75.70977;1.2170451;3.1378186;1.5441312e-06;0.075635636;0.26174849;0.087886273
Ensillage d'herde, prairie temporaire, biologique, système numéro 3, à la ferme, France;Grass silage, temporary meadow, organic, system number 3, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.056372938;0.11270234;3.281441e-09;0.0077038992;0.0017195587;7.006937e-08;1.1011908e-08;3.4625825e-10;0.010957693;2.4255188e-05;0.0014777146;0.049403101;1.35856606;90.608448;0.007209406;1.9412936;1.3012254e-06;3.1944943e-05;0.20606758;-0.09339718
Triticale, association de cultures, biologique, système numéro 1, à la ferme, France;Triticale grain, from intercrop, organic, system number 1, at farm gate {FR} U;Culture;Agricultural\Plant production\Intercrops\Transformation;0.055907293;0.36297611;1.5054297e-09;0.0041690675;0.00077372533;3.3835647e-08;7.9276742e-09;8.2447199e-10;0.0047263658;0.00012349698;0.0072825396;0.023028306;0.7850827499999999;124.85315;0.0036762956;0.90505921;6.3281406e-07;0.016922471;0.19916951;0.14688413
Pois d'hiver et triticale associés, biologique, système numéro 1, à la ferme, France;Winter pea and triticale grain intercrop, organic, system number 1, at farm gate {FR} U;Culture;Agricultural\Plant production\Intercrops\Transformation;0.055010486;0.35208656;1.488877e-09;0.0040136363;0.00076260284;3.2564469e-08;7.7027266e-09;8.1110587e-10;0.0046588874;0.00012127896;0.0072854891;0.022339844;0.76957763;124.28719;0.0036260973;0.89323368;6.2541991e-07;0.013164979;0.19269448;0.14622711
Système de culture numéro 9, biologique, à la ferme, France;Cropping system number 9, organic, at farm gate {FR} U;Culture;Agricultural\Plant production\Cropping systems\Transformation;0.054697996;0.36892732;2.4505763e-09;0.009175652;0.00063771299;3.3217453e-08;7.5935413e-09;4.0724932e-10;0.0024424328;0.00018594394;0.0072849883;0.018740448;0.97682118;127.3876;0.0091415181;1.4708697;1.1892736e-06;0.079160975;0.28196358;0.0078027652
Luzerne, biologique, système numéro 5, à la ferme, France;Alfalfa, organic, system number 5, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.05358296;0.55224956;5.201509e-09;0.012404561;0.00063141859;4.8967536e-08;8.5143353e-09;3.2448133e-10;0.002945334;4.5170412e-05;0.0042012239;0.023995477;2.43066372;71.613793;0.056142799;1.5512965;2.2498059e-06;0.12324626;0.34545199;0.083551301
Pois d'hiver, association de cultures, biologique, système numéro 1, à la ferme, France;Winter pea, from intercrop, organic, system number 1, at farm gate {FR} U;Culture;Agricultural\Plant production\Intercrops\Transformation;0.051871752;0.31397344;1.4309426e-09;0.0034696268;0.00072367411;2.8115346e-08;6.915842e-09;7.6432808e-10;0.0044227128;0.00011351689;0.0072958122;0.019930228;0.71530972;122.30633;0.0034504033;0.85184431;5.9954037e-07;1.3757379e-05;0.17003213;0.14392755
Raisin de cuve, biologique, AOP, système numéro 4, à la ferme, France;Grape, organic, PDO, dry white wine, system number 4, at vineyard gate {FR} U;Culture;Agricultural\Plant production\Fruits\Transformation;0.05166395;0.34052802;7.2967362e-09;0.017954116;0.0012566565;1.1482867e-08;2.8195301e-08;5.3008903e-10;0.0017578782;0.00012116301;0.0030874547;0.0050042384;2.5460897;104.13701;0.033937643;4.3544895;6.3109005e-06;0.00362529;0.33651304;0.00038968851
Féverole de printemps, association de cultures, biologique, système numéro 1, à la ferme, France;Spring faba bean, from intercrop, organic, system number 1, at farm gate {FR} U;Culture;Agricultural\Plant production\Intercrops\Transformation;0.050733179;0.39453386;2.0094509e-09;0.0047367659;0.00043092474;1.3513312e-09;9.4998388e-10;1.2624936e-10;0.0003139987;0.00020476439;0.010008705;0.001132716;0.54024268;171.72173;0.0047863739;1.1920131;8.250052e-07;1.8850299e-05;0.19243418;0.20208083
Féverole de printemps, association de cultures, biologique, système numéro 2, à la ferme, France;Spring faba bean, from intercrop, organic, system number 2, at farm gate {FR} U;Culture;Agricultural\Plant production\Intercrops\Transformation;0.050726506;0.39414149;2.0095039e-09;0.0047369138;0.00043093047;1.3513677e-09;9.6392258e-10;1.2792953e-10;0.00031400322;0.00020476454;0.010008706;0.0011327241;0.54054784;171.72174;0.0047865251;1.1920439;8.2503146e-07;1.8850929e-05;0.19204181;0.20208083
Féverole de printemps et blé de printemps associés, le système biologique, numéro 1, à la ferme, France;Spring faba bean and spring wheat intercrop, organic, system number 1, at farm gate {FR} U;Culture;Agricultural\Plant production\Intercrops\Transformation;0.049676318;0.39680831;1.8796188e-09;0.0047373066;0.00043730424;5.1566913e-09;1.7635043e-09;1.44566e-10;0.00056012464;0.00018115053;0.009282076;0.0032762943;0.53737875;162.46701;0.0044989913;1.1209197;7.735881e-07;0.009812798;0.19582647;0.19116903
Féverole d'hiver, association de cultures, biologique, système numéro 1, à la ferme, France;Winter faba bean, from intercrop, organic, system number 1, at farm gate {FR} U;Culture;Agricultural\Plant production\Intercrops\Transformation;0.049602679000000004;0.38401503;2.0095389e-09;0.0047370114;0.00043093426;1.3513918e-09;9.4994758e-10;1.2625631e-10;0.00031400621;0.00019809372;0.010008706;0.0011327294;0.5402967599999999;164.27869;0.0047866248;1.1920643;8.2504878e-07;1.8851344e-05;0.19067946;0.19331672
Féverole d'hiver, association de cultures, biologique, système numéro 3, à la ferme, France;Winter faba bean, from intercrop, organic, system number 3, at farm gate {FR} U;Culture;Agricultural\Plant production\Intercrops\Transformation;0.049593209000000006;0.3835424;2.0095039e-09;0.0047369138;0.00043093047;1.3513677e-09;9.6294969e-10;1.2775526e-10;0.00031400322;0.00019809362;0.010008706;0.0011327241;0.54048118;164.27869;0.0047865251;1.1920439;8.2503146e-07;1.8850929e-05;0.19020683;0.19331672
Ballot de foin, prairie permanente, biologique, système numéro 3, à la ferme, France;Baled hay, permanent meadow, organic, system number 3, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.049403315999999996;0.038355545;1.6890397e-09;0.005849554;0.00084020812;6.8847268e-08;1.0351709e-08;3.2572766e-10;0.010342343;2.1221696e-05;0.0011996028;0.046385366;0.9221343;90.53388;0.0047910955;0.94699301;1.0477433e-06;2.0494243e-05;0.13174897;-0.09341392
Triticale, biologique, système numéro 1, à la ferme, France;Triticale grain, organic, system number 1, at farm gate {FR} U;Culture;Agricultural\Plant production\Cereals\Transformation;0.048998753;0.4130404;2.438205e-09;0.0067029309;0.00069571506;1.5174459e-08;1.8288582e-08;1.00076e-09;0.001494026;0.00014186533;0.0053409229;0.0095491736;0.92967113;132.06716;0.0059589631;1.4531978;1.0162915e-06;0.029745292;0.22799378;0.15530133
Luzerne, biologique, système numéro 3, à la ferme, France;Alfalfa, organic, system number 3, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.048661351;0.45211217;1.6986876e-09;0.050631589;0.00037660557;3.5099606e-08;1.4577191e-09;5.1231732e-11;0.0019092964;2.611655e-05;0.0046028676;0.018436073;0.57850721;81.962851;0.56590577;1.8070285;1.1652788e-06;0.10009158;0.2558646;0.096155988
Féverole d'hiver et blé d'hiver associés, biologique, système numéro 2, à la ferme, France;Winter faba bean and winter wheat intercrop, organic, system number 2, at farm gate {FR} U;Culture;Agricultural\Plant production\Intercrops\Transformation;0.04854302;0.38620922;1.8796188e-09;0.0047373067;0.00043730424;5.1566913e-09;1.7625315e-09;1.4439173e-10;0.00056012464;0.00017447956;0.009282076;0.0032762943;0.53731217;155.02396;0.0044989913;1.1209197;7.735881e-07;0.009812798;0.19399149;0.18240493
Féverole de printemps et orge de printemps associés, biologique, système numéro 1, à la ferme, France;Spring faba bean and spring barley intercrop, organic, system number 1, at farm gate {FR} U;Culture;Agricultural\Plant production\Intercrops\Transformation;0.050599713;0.40987031;1.9308938e-09;0.0050263976;0.00045751911;7.1212688e-09;2.3810289e-09;1.3989249e-10;0.00069637032;0.00017270824;0.0092502801;0.0043726504;0.57619031;161.277;0.0047343967;1.1524704;7.9639136e-07;0.014604653;0.20557624;0.18968942
Blé de printemps, association de cultures, biologique, système numéro 1, à la ferme, France;Spring wheat, from intercrop, organic, system number 1, at farm gate {FR} U;Culture;Agricultural\Plant production\Intercrops\Transformation;0.047926021;0.40125304;1.6631447e-09;0.0047379644;0.0004479273;1.1498898e-08;3.0961411e-09;1.7229341e-10;0.0009703271;0.00014179452;0.0080710268;0.0068489114;0.53209711;147.04247;0.0040197714;1.0023799;6.8784967e-07;0.026136043;0.20213429;0.17298271
Herbe pâturée, prairie permanente, biologique, système numéro 3, à la ferme, France;Grazed grass, permanent meadow, organic, system number 3, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.047617411;0.018737008;1.1539234e-09;0.0037505694;0.00078618885;6.8490028e-08;1.0023826e-08;3.1036445e-10;0.010298858;1.9436165e-05;0.0011913546;0.046307479;0.80018321;90.500801;0.0033024666;0.65725692;6.3003005e-07;1.4005259e-05;0.11214685;-0.09342385
Herbe enrubannée, prairie permanente, biologique, vache allaitante et boeuf système d'engraissement numéro 1, à la ferme, France;Baled grass, permanent meadow, organic, suckler cow and beef fattening system number 1, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.047564704;0.27501857;7.2013442e-09;0.02166508;0.001311031;3.8537226e-08;1.4425467e-08;3.6256133e-10;0.0058880383;2.7789114e-05;0.00098717041;0.025299045;1.99667358;50.830875;0.019432315;4.0573275;4.2057253e-06;7.6660382e-05;0.32670948;-0.051767565
Ensillage d'herde, prairie temporaire, biologique, système numéro 1, à la ferme, France;Grass silage, temporary meadow, organic, system number 1, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.047483632000000005;0.10936986;2.4386597e-09;0.0055717783;0.0014315764;6.2750016e-08;1.031165e-08;2.5290835e-10;0.0097869141;1.533179e-05;0.0015913409;0.044192089;1.06740772;53.775586;0.0052107776;1.4454692;9.5053173e-07;2.3244336e-05;0.16475595;-0.055409329
Blé d'hiver, biologique, système numéro 5, à la ferme, France;Winter wheat, organic, system number 5, at farm gate {FR} U;Culture;Agricultural\Plant production\Cereals\Transformation;0.047433573;0.39144063;2.0892314e-09;0.0060591786;0.00054689362;1.6335664e-08;2.2877877e-09;1.0262743e-10;0.0014182587;0.00011420096;0.0093372574;0.0097070187;0.63324115;105.75384;0.0051378288;1.251207;8.7805912e-07;0.034915207;0.23220072;0.1243247
Féverole d'hiver et orge d'hiver associés, le système biologique, numéro 1, à la ferme, France;Winter faba bean and winter barley intercrop, organic, system number 1, at farm gate {FR} U;Culture;Agricultural\Plant production\Intercrops\Transformation;0.047016869999999995;0.36921044;1.8641583e-09;0.0047681762;0.00041451793;2.5987669e-09;1.1505752e-09;1.2586868e-10;0.00038537471;0.00017476066;0.0092706026;0.0018265025;0.51213816;154.64976;0.010428576;1.113244;7.6665934e-07;0.0033930673;0.18383803;0.18197935
Blé d'hiver, association de cultures, biologique, système numéro 2, à la ferme, France;Winter wheat, from intercrop, organic, system number 2, at farm gate {FR} U;Culture;Agricultural\Plant production\Intercrops\Transformation;0.046792714;0.39065396;1.6631447e-09;0.0047379644;0.0004479273;1.1498898e-08;3.0951682e-09;1.7211919e-10;0.0009703271;0.00013512302;0.0080710268;0.0068489114;0.53203055;139.59942;0.0040197714;1.0023799;6.8784967e-07;0.026136043;0.20029931;0.16421861
Raisin de cuve, biologique, AOP, système numéro 3, à la ferme, France;Grape, organic, PDO, dry white wine, system number 3, at vineyard gate {FR} U;Culture;Agricultural\Plant production\Fruits\Transformation;0.046791388999999996;0.25639178;5.7420518e-09;0.013585566;0.0013363194;2.4749001e-08;8.2603388e-09;7.367009e-10;0.003002949;9.5384029e-05;0.00092750441;0.010550154;3.0235041000000002;77.210257;0.040389674;3.2653148;8.8323711e-06;0.00017539308;0.25609322;0.00012316355
Ensillage d'herde, prairie temporaire, biologique, système numéro 4, à la ferme, France;Grass silage, temporary meadow, organic, system number 4, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.046645144;0.22979416;1.760835e-09;0.0039824285;0.0012626213;4.931391e-08;1.2281157e-08;2.5941414e-10;0.0077997667;1.5514303e-05;0.003018365;0.035388201;0.85486563;59.710418;0.0038198114;1.0491135;6.7149568e-07;1.7285571e-05;0.15588211;0.073894762
Pois de printemps, association de cultures, biologique, système numéro 1, à la ferme, France;Spring pea, from intercrop, organic, system number 1, at farm gate {FR} U;Culture;Agricultural\Plant production\Intercrops\Transformation;0.045853017;0.36119315;1.7874219e-09;0.0041872998;0.00040174626;1.2114565e-09;8.420438e-10;1.1599299e-10;0.00029228541;0.00014722245;0.0091659735;0.0010789953;0.48346882999999996;158.89882;0.0042322063;1.0625951;7.2839801e-07;1.6696268e-05;0.17418231;0.18699414
Pois de printemps, association de cultures, biologique, système numéro 2, à la ferme, France;Spring pea, from intercrop, organic, system number 2, at farm gate {FR} U;Culture;Agricultural\Plant production\Intercrops\Transformation;0.045311846999999995;0.35598086;1.7874748e-09;0.0041874473;0.00040175198;1.2114929e-09;8.4890824e-10;1.1741924e-10;0.00029228992;0.00014404583;0.0091659743;0.0010790033;0.48371575;155.35451;0.0042323571;1.0626259;7.284242e-07;1.6696897e-05;0.1731434;0.18282076
Herbe enrubannée, prairie permanente, biologique, système numéro 1, à la ferme, France;Baled grass, permanent meadow, organic, system number 1, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.045058474;0.084940799;1.95623e-09;0.0075982231;0.00082667878;6.251059e-08;1.0223359e-08;2.5905071e-10;0.0093794656;1.678302e-05;0.0013845011;0.041929437;0.8984043899999999;53.78527;0.012974199;1.3012477;1.2724112e-06;3.5539452e-05;0.14031029;-0.055405034
Blé d'hiver, association de cultures, biologique, système numéro 4, à la ferme, France;Winter wheat, from intercrop, organic, system number 4, at farm gate {FR} U;Culture;Agricultural\Plant production\Intercrops\Transformation;0.044889748;0.36875983;1.6172028e-09;0.0044197957;0.00041909703;8.87484e-09;2.4940661e-09;1.5016306e-10;0.00078823982;0.00013404533;0.0079509097;0.0053600377;0.49816806;140.07759;0.0038904355;0.97165446;6.6658555e-07;0.019605486;0.18435539;0.16479895
Pois de printemps et blé de printemps associés, biologique, système numéro 1, à la ferme, France;Spring pea and spring wheat intercrop, organic, system number 1, at farm gate {FR} U;Culture;Agricultural\Plant production\Intercrops\Transformation;0.044675159000000006;0.3589055;1.7027798e-09;0.0043048507;0.00041047216;5.0434695e-09;1.6730532e-09;1.4042978e-10;0.00054030245;0.00013634638;0.008558449;0.0032195876;0.49299525;144.70342;0.0040626524;1.0173965;6.9772311e-07;0.0098110969;0.17883192;0.17026249
Pois d'hiver et blé d'hiver associés, biologique, système numéro 2, à la ferme, France;Winter pea and winter wheat intercrop, organic, system number 2, at farm gate {FR} U;Culture;Agricultural\Plant production\Intercrops\Transformation;0.044434588;0.35247706;1.6262593e-09;0.0041315963;0.00041528274;6.4706797e-09;2.0178793e-09;1.5883538e-10;0.00075609016;0.00013527773;0.0081682624;0.0042126691;0.48651429;143.73744;0.0038844377;0.97198171;6.6735719e-07;0.0098104012;0.17353704;0.16912962
Blé de printemps, association de cultures, biologique, système numéro 2, à la ferme, France;Spring wheat, from intercrop, organic, system number 2, at farm gate {FR} U;Culture;Agricultural\Plant production\Intercrops\Transformation;0.044038477;0.36183028;1.6180847e-09;0.0044222542;0.00041919235;8.8754461e-09;2.4971983e-09;1.6344024e-10;0.00078831498;0.00012864709;0.0079509236;0.0053601719;0.50227479;134.05233;0.0038929476;0.97216704;6.6702203e-07;0.019605497;0.18452057;0.15770421
Pois d'hiver, association de culture, biologique, système numéro 7, à la ferme , France;Winter pea, from intercrop, organic, system number 7, at farm gate {FR} U;Culture;Agricultural\Plant production\Intercrops\Transformation;0.043979439999999995;0.33619443;1.6353158e-09;0.003843397;0.00041146845;4.0665194e-09;1.5416927e-09;1.6750762e-10;0.0007239405;0.00013651064;0.0083856151;0.0030653006;0.47486084;147.39729;0.0038784399;0.97230895;6.6812884e-07;1.5315953e-05;0.16271882;0.17346029
Pois de printemps et orge de printemps associés, biologique, système numéro 1, à la ferme, France;Spring pea and spring barley intercrop, organic, system number 1, at farm gate {FR} U;Culture;Agricultural\Plant production\Intercrops\Transformation;0.046260373;0.37612212;1.708562e-09;0.0044588579;0.00042546874;6.9527635e-09;2.2653314e-09;1.3011071e-10;0.00066972031;0.00013702586;0.0085701989;0.0042968431;0.5064365399999999;147.93146;0.004099904;1.0232583;6.9882416e-07;0.014602145;0.18747525;0.17404473
Chou-fleur, hiver, biologique, à la ferme, France;Cauliflower, winter, organic, at farm gate {FR} U;Culture;Agricultural\Plant production\Vegetables\Transformation;0.043364417999999995;0.29300485;3.7631312e-09;0.012868959;0.00084627348;3.3093133e-08;2.2962172e-08;4.0435565e-10;0.004941061;3.2894084e-05;0.0038190609;0.021437716;1.36935632;34.626389;0.012994343;2.1635656;1.8811227e-06;6.673041e-05;0.29284402;9.4101939e-05
Orge de printemps, association de cultures, système numéro 1, à la ferme, France;Spring barley, from intercrop, organic, system number 1, at farm gate {FR} U;Culture;Agricultural\Plant production\Intercrops\Transformation;0.050716807;0.43365697;1.6786512e-09;0.0051488937;0.0004879276;1.6590409e-08;4.6799159e-09;1.4689924e-10;0.0013154489;0.00013513509;0.0081023611;0.0097216061;0.56829359;146.19911;0.004119358;1.0180623;6.9082906e-07;0.038912173;0.22280514;0.17193966
Ballot de foin, prairie temporaire, biologique, système numéro 1, à la ferme, France;Baled hay, temporary meadow, organic, system number 1, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.042818991;0.18918145;9.2936127e-10;0.0035075395;0.00072247285;4.8657819e-08;1.197169e-08;2.515288e-10;0.0074236796;1.418676e-05;0.0028445641;0.033498435;0.61871575;59.674162;0.0027835106;0.51510512;6.5019366e-07;1.2188667e-05;0.1152818;0.073887462
Orge d'hiver, association de cultures, biologique, système numéro 1, à la ferme, France;Winter barley, from intercrop, organic, system number 1, at farm gate {FR} U;Culture;Agricultural\Plant production\Intercrops\Transformation;0.042707192000000005;0.34453613;1.6218572e-09;0.0048201178;0.0003871574;4.6777254e-09;1.4849545e-09;1.2522264e-10;0.00050432223;0.00013587245;0.0080404302;0.002982791;0.46520718000000005;138.60153;0.019831828;0.98187683;6.6934362e-07;0.0090167605;0.17243565;0.16308372
Ballot de foin, prairie permanente, biologique, système numéro 1, à la ferme, France;Baled hay, permanent meadow, organic, system number 1, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.042601875000000004;0.057520563;1.373821e-09;0.0049186728;0.00074752613;6.1911554e-08;9.9123378e-09;2.4254542e-10;0.0093104914;1.3608139e-05;0.0013714826;0.04180184;0.7657400700000001;53.728912;0.0038624651;0.7629272;9.1326542e-07;1.6637516e-05;0.11292274;-0.055418812
Pois d'hiver, association de culture, biologique, système numéro 5, à la ferme, France;Winter pea, from intercrop, organic, system number 5, at farm gate {FR} U;Culture;Agricultural\Plant production\Intercrops\Transformation;0.042563896999999996;0.32416554;1.6353511e-09;0.0038434953;0.00041147226;4.0665437e-09;1.5320585e-09;1.6581283e-10;0.00072394351;0.00012793362;0.0083856157;0.003065306;0.47458514;137.82766;0.0038785404;0.97232946;6.681463e-07;1.5316372e-05;0.16195807;0.16219215
Ensillage d'herde, prairie temporaire, biologique, système numéro 2, à la ferme, France;Grass silage, temporary meadow, organic, system number 2, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.041740723;0.076078607;2.2821942e-09;0.0054871521;0.0012506533;5.1057378e-08;9.66101e-09;2.7300561e-10;0.0079952125;1.8294819e-05;0.0011259248;0.03608167;0.98298094;72.027579;0.0051750196;1.3468424;9.2299107e-07;2.278862e-05;0.15027737;-0.074221555
Pois d'hiver et orge d'hiver associés, biologique, système numéro 1, à la ferme, France;Winter pea and winter barley intercrop, organic, system number 1, at farm gate {FR} U;Culture;Agricultural\Plant production\Intercrops\Transformation;0.041483421;0.32297669;1.6107988e-09;0.0041624659;0.00039249644;3.9127553e-09;1.4092908e-09;1.4011647e-10;0.00058134023;0.00012698172;0.0081567891;0.0027628774;0.46124931;133.7936;0.0098140222;0.96430602;6.6042843e-07;0.0033906705;0.16215012;0.1574359
Orge de printemps, association de cultures, biologique, système numéro 2, à la ferme, France;Spring barley, from intercrop, organic, system number 2, at farm gate {FR} U;Culture;Agricultural\Plant production\Intercrops\Transformation;0.046667736;0.39105137;1.629702e-09;0.004730416;0.00044919122;1.2694071e-08;3.688619e-09;1.4422845e-10;0.0010471552;0.00012682926;0.0079744241;0.007514691;0.52940411;136.96411;0.0039676016;0.98392156;6.6925031e-07;0.029187594;0.20076847;0.16109531
Herbe pâturée, prairie temporaire, biologique, système numéro 1, à la ferme, France;Grazed grass, temporary meadow, organic, system number 1, at farm gate {FR} U;Culture;Agricultural\Plant production\Roughage\Transformation;0.041086436;0.17013769;4.1011841e-10;0.0014725444;0.00067004342;4.8311211e-08;1.1653843e-08;2.3662592e-10;0.0073814845;1.2454422e-05;0.0028365607;0.033422848;0.50035988;59.642076;0.0013393787;0.23390527;2.4536837e-07;5.8960456e-06;0.096253967;0.07387783
